id,channel,category,title,content,view_cnt,like_cnt,comment_cnt,created_at,own_company
83,mam2bebe,의류,"롯데백화점-본점 블루독 BE/NY 후드경량다운점퍼 55,510원","지금 날씨에 데일리로 입히기 좋은거같아요 
색상은 네이비, 베이지로 2가지고 사이즈도 다양해요  
10% 중복 쿠폰 적용하면 제목가격나와요
가볍고 따듯한 점퍼 찾는 분들은 구경 해보세요~ ",6295,69,25,2025-10-24 9:30:00,0
84,mam2bebe,의류,"상하복 셋업17,700 할로윈 의상 70%세일중 150사이즈까지 초핫딜","여기옷 너무이쁘죠 저만이쁜거 아니죵ㅎㅎ ? 140아이   베베드피노에서 넘어왔어요 ㅋㅋ 
쿠팡에도파는데 세일기간 훨씬싸요",12000,429,127,2025-10-24 9:58:00,0
85,mam2bebe,의류,"아이더 구스 다운 블랙이랑 핑쿠 (경량패딩과 패딩의 중간 두께 찾으시는분) 41,800원","추가) 품절사이즈 많네요- 

지마켓이나 옥션, 갤러리아 들어가심 핑크는 아직 사이즈 많고 가격도 더 착해요! 
---------------------------------------------
경량은 너무 춥다하고 패딩은 아직 이른거 같아 열심히 서치하다 찾은 제품입니다~ 
이거 찾은 나자신 칭찬해🤣🤣🤣

구스!!!!!!! 인데 후기 좋고 가격도 착해서 공유해요!
타사이트 더 싼곳도 있는데 거긴 품절사이즈가 많아서 롯데로 가져와봤어요~

​좀 작게 나왔다 해서 저희 아이 118에 20키로인데 145 시켰더니 좀 크지만 입힐만 해요!",13000,189,144,2025-10-24 10:27:00,0
86,mam2bebe,의류,"올리브데올리브 폭스퍼롱패딩 159,000","다음 주부터 추워진다는데 엄마들 옷도 사야쥬..?
가격 보고 이월이겠지 했다가 
25년 출시된 옷이길래 놀랐고
옷 받아보고 기대보다 더 마음에 들어서 또 한 번 놀랐어요
애 데리러 가야해서 착샷은 못 찍었는데ㅜㅜ
판매페이지 후기에 많으니 참고하셔서 사이즈 고르세요! 
제 스펙은 160/ 58이고 66 사이즈가 딱 좋아요
안에 벌키한 가디건 입고 패딩 걸쳐본거라
팔 움직이면 좀 쫑기나? 싶었는데
쭈리맨투맨 정도랑 매치할거면 문제 없을 것 같아요

이거 입고 혹한기 야외취침 할거야! 
이런 분은 이거 사지마세요ㅋㅋ
그런 분들은 스포츠 브랜드에서 벤치파카 사셔야 하구요~
이건 여성복 브랜드에서 나오는 
일반적인 롱패딩들 정도의 두툼함이에요
저는 지금까지 한파에도 이정도 두께 패딩 입고 잘 다녔어요..
후드퍼도 이만하면 빈티 안 나구요
겨울 앞두고 롱패딩 하나 사야지 하던 분들 
이거 한번 보세요~~",6071,137,31,2025-10-24 15:14:00,0
87,mam2bebe,의류,"주니어 힙한 와이드 청바지 재입고 (140~170) 22,000원","이 바지 저번에올렸을때 사이즈 다품절이었는데
다시보니 사이즈 다 입고됐더라구요 수량은 모릅니다😅

이 바지 넘나 힙하고예뻐서 저희딸이 좋아하는 바지예요​

아쉬운점은 얇은편이라 한겨울에는 못입히고
초겨울까지는 안에 히트텍입히고 입혀보려구용 :)

알리가 훨씬 저렴하긴한데 얇다보니 지금 바짝입혀야할
두께라 안급하신분들은 알리에서 사세요~",16000,199,116,2025-10-25 9:50:00,0
88,mam2bebe,잡화,"나이키 키즈 코르테즈 38,640원 (적립금 있으면 체감 더 떨어져요)","사이즈 150, 160, 170, 180, 190  있음!!!!!",4347,30,5,2025-10-25 10:35:00,0
89,mam2bebe,의류,"내셔널지오그래픽 스탠다드 오르카 플리스 집업 자켓 37,090원 무배","색상은 아이보리 1가지네요^^
두껍지 않은 플리스 집업이라 무겁지가 않으니
입기가 좋더라고요~ 요즘은 외출할때 입고 더 추우면
헤비패딩안에도 실내에서도 여기저기 입어요ㅎ",7432,72,13,2025-10-25 11:12:00,0
90,mam2bebe,의류,"폴햄키즈 후드 숏 덕다운 점퍼 34,280원 무배","롯백꺼 덕다운인데 가격 넘 좋네여 ㅎ
아이들 하루가 다르게 커서 요런거 가성비로 좋겠더라구요
사이즈 많이 빠졌던데 구경가보셔용",8192,157,86,2025-10-25 11:19:00,1
91,mam2bebe,의류,"벌룬핏 팬츠 22,900원","반백살이 다되도록 벌룬핏을 좋아했는데
젊을때는 개성이라더니
늙으니 영포티라네요
어허허헝
늙은이는 안된다?

무시하고 돈있고 엉덩이 있으니 일단 걸쳐줍니다 
옷장에는 들어갈 자리가 없지만 실내자전거 샀으니
놔둘 자리도 해결.",2962,29,13,2025-10-25 11:22:00,0
92,mam2bebe,의류,네파키즈 덕다운패딩 74970원,"25년 5월 제조
덕다운 솜털80 깃털20 
​이월도 아닌데 가격 괜찮네요.",6169,107,26,2025-10-25 12:11:00,0
93,mam2bebe,의류,"텔모드 후드 점퍼 빅사이즈 26,510원 무배","오버핏이라 휘뚤마뚤 걸치기 좋겠어요
리뷰도 괜찮아요^^",2513,47,4,2025-10-25 13:07:00,1
94,mam2bebe,뷰티,달바 워터풀톤업썬크림 2개 24.500,"너무 오랜만에 글써봐서ㅎㅎㅎ
찾다가 저렴하길래 올려봐용
6137107869 - 14606854717

댓글에 가품받았다는 분이 계셔서
갑자기 지우기는 그렇고ㅠㅠ잘 생각해서
구매하시길 바랍니다............",4964,70,37,2025-10-25 13:27:00,0
95,mam2bebe,뷰티,"다비도프 쿨워터 우먼 오드뚜왈렛, 100ml, 1개28150원",이거 향기 넘 좋아요 쿨내 풀풀 ㅋ 가격 좋은거 같아요 100미리!!!,2201,20,28,2025-10-25 14:37:00,0
96,mam2bebe,의류,"독특하고 멋스러워요. 메이블루 사선절개 와이드 부츠컷데님 27,100원 무배","10월 17일에 주문해 오늘 받았어요. 
배송은 좀 걸렸지만 디자인이 독특해서 만족합니다. 

평소 25-6사이즈 입는데 S사이즈 살짝 커요.
키 163인데 부츠컷 아니고 3cm 운동화 굽 가릴 정도 길이입니다. 저는 맘에 들어요. ",7982,115,16,2025-10-25 18:03:00,1
97,mam2bebe,의류,"베네통키즈 하트 퀼팅 베스트 23,480원 무배","지금 입기좋은 하트모양이 콕 박힌 베스트!
색상 어쩜ㅜ 하트모양 퀼팅이 귀엽습니다
작은사이즈만 있어서 아쉬워요 꼬맹이들꺼ㅋㅋ
사이즈표 참고하세요 안사봐서 잘모르겠어요ㅜ",7977,43,11,2025-10-25 20:37:00,0
98,mam2bebe,잡화,"GAP 에디 패딩부츠 42,690원 무배","아이껀데 170~230까지 나와서 발작맘님도 가능할거예요
4만원대까지 떨어진건 여기가 유일하구용~",5571,143,13,2025-10-25 20:57:00,1
99,ppomppu,뷰티,"10/14, 단하루혜택! 이니스프리 1+1 화산송이 모공 바하 클렌징 폼 150g+전구매 겔마스크팩 증정(13,000/무배)","skt 멤버십 기준입니다.
쿠폰 다 받으시고 티멤버십 적용하시면 2개에 8,310원 입니다.

메인 화면에서 쿠폰,혜택 들어가셔서 장바구니 5% 쿠폰도 받으세요.
구매 기본 적립 715포인트  감안하면 7,000원대 중반 가격 나옵니다.
나의 11번가에서 11번가 플러스 들어가셔서 뷰티플러스 가입하셔야 위의 가격 적용됩니다.(무료)

국민,삼성,롯데,신한,농협 카드 추가 할인 됩니다.",15486,16,8,2025-10-14 8:06:00,0
100,ppomppu,뷰티,"프리메라 맨오가니언스 스킨 로션 2종 + 미니어처 (37,740원/무료)","향 쎈거 싫어하는데 이건 은은하니 좋아요
본사 직영인데 쿠팡 와우로 살 수 있어서 편하네요
미니어처도 50ml라 커서 헬스장에 두고 써요",1717,0,0,2025-10-14 10:57:00,0
101,ppomppu,뷰티,"퓨어그라운드 히알루론산 화이트닝 수분크림 100ml 1+1 (신규가입시 13,900/무배)","신규회원가입시 2,000원 할인쿠폰 적용되서 13,900원 나옵니다.
사은품으로 대용량물통1개랑 퍼퓸핸드크림 증정있다고하네요.",1263,0,0,2025-10-14 19:55:00,0
102,ppomppu,패션,"아이더 스테롤 윈드스토퍼 구스 헤비다운 (126,090원/무료)","100 기준 80:20 구스 320g 중대장급입니다.
역시즌때 패딩만 8벌 샀다가 모두 반품
반품이유는 가격대비 얇은것들 고어사 겉감이 아닌것들
구매 확정은 2벌 스테롤이랑 씬에어 포스롱",25965,6,10,2025-10-14 22:07:00,0
103,ppomppu,뷰티,"더마팩토리 매끈결 모공 클레이 팩 클렌저 100g 1개 (와우 7,200원/무료)","팩클렌저에요 팩 + 클렌징 동시에 할 수 있는겁니다
얼굴에 펴 바른 후 2~3분 후에 씻어내면 되는거에요
피부결 좋아져요",1339,0,0,2025-10-15 12:07:00,0
104,ppomppu,뷰티,"닥터지 블랙 스네일 크림 50ml 1+1 (카드 23,720원 / 무료)","카드할인가로 최종 23,720원 나오는데
지금 뷰티어택 기간이라 10% 적립있어서
체감가 21,350원 정도 나올거에요

이마나 눈가 등 주름 잡히기 쉬운 부위에 바르시면 되는데
보습도 될거라 건조할때 발라도 좋습니다.
구매금액대별 사은품은 3만원부터 적용되네요",1216,0,0,2025-10-15 12:26:00,0
105,ppomppu,잡화,"스케쳐스 남성 슬립인스 스니커즈 (68,040원 / 무료)","요새는 구두 대신 스니커즈 많이들 신으시길래
저도 스니커즈 신어보려고 구매해봤습니다

디자인도 무난하고 손 안대고 신을 수 있더라구요
고워크 슬립인스 하나 있는데 일할때는 신기 애매해서 ㅎㅎ",17794,12,10,2025-10-16 17:02:00,0
106,ppomppu,잡화,"휠라 운동화 쿠셔닝 스니커즈 타르가LT 타르가클래식 5종 택1(34,310원/무배)","클래식이 청바지나 편한 옷차림에 신기 깔끔하고
클럽이 조금 더 가볍고 쿠션있어요",17221,5,7,2025-10-16 20:38:00,0
107,ppomppu,패션,"컬럼비아 남여 플리스자켓 28,180원/무료","컬럼비아 남여 플리스자켓입니다 
뽐뿌에 좀 오래 계셨던분들은 대부분 잘아실것 같구요 
작년에 블랙이랑 라이트그레이 구매했었고 좀 전에 다크그레이랑 민트 구매했네요 
작년엔 베이지 계열이랑 투돈 컬러도 있었던것 같은데 올해는 안보이네요 

직수입 상품이라 그런가 사이즈가 좀 큽니다 
제껀 한치수 다운하니 잘맞고 와이프는 반대로 한치수 업하니 여유있게 잘맞더라구요 
제가 브랜드에 따라 100도 입고 105도 입는데 이건 100이 잘맞습니다 

디자인이 딱히 이쁘다 이런건없고 그냥 부담없이 유행안타는 기본 스타일입니다 
저는 좀 쌀쌀해 질라할땐 외피로입고 한겨울엔 내피용도로도 잘입었네요",43589,26,13,2025-10-16 21:44:00,0
108,ppomppu,뷰티,"바세린 바디로션 어드밴스드 외 400ml 2개 (12,380원/무료)","가을,겨울 피부갈라질 때 보습용으로 쓰기 좋아요
발림성 좋고 끈적임 덜합니다.

종류 선택가능하고 400ml 2개 기준입니다.",1950,0,0,2025-10-16 22:12:00,0
109,ppomppu,뷰티,"바세린 모이스처 바디로션 1078ml 2개 +핸드크림 60ml(11,740원)","겨울엔 피부가 건조해져서 바디로션 챙겨 바르는 편입니다. 
1리터 두 개라 넉넉하네요. 

유클전용 15%+빡세일 4%쿠폰 적용하면 제목가격 나오고, 
사은품포함 개당 5,870원입니다.",1392,2,0,2025-10-17 0:16:00,0
110,ppomppu,패션,"타미힐피거 한섬공식판매처 에센셜 테리 후디 페이코 (71,908원/무료)","먼저 페이코 들어가서 SSF 검색하시면 7% 쿠폰 주는 거 뜰겁니다
먼저 받으신 다음에 링크 타고 들어가서 다른 쿠폰도 받으세요
결제창에서 20%+10% 쿠폰 적용 후 페이코 결제하기 들어가면 7% 추가로 가격 나올겁니다",18633,4,14,2025-10-17 13:26:00,0
111,ppomppu,패션,"K2 헤비구스 시그니처 고스트 윈드스토퍼 다운 284,080원/무료","뽐뿌 한번 올라왔다가 가격오르고 다시 내려왔네요 저번하고 같습니다.
대장급 고스트 풀렸네요 . 

시그니처 라인으로 계속 나오는 모델입니다 
지난 뽐게글 참고하시면 도움 될거같구요",27383,5,10,2025-10-17 14:16:00,0
112,ppomppu,잡화,"블랙야크 고어텍스 트레킹화(56,410원/무료)","뽐게에 고어텍스 신발들 많이 올라오는데
5만원대에 고어텍스 대부분 사이즈가 남자사이즈가 없더라고요ㅠ
남자 사이즈 있습니다 ㅋㅋㅋ",16118,3,0,2025-10-17 18:18:00,0
113,ppomppu,패션,"K2 시그니처 데일리 구스다운 102,040원/무료","뽐게글 올리려고 주저리 떨다 어머님 하나 사드릴려고 보니까 사이즈가 없네요 ㄷㄷㄷ 
왜 싼가 했더니..; 블랙 100품절
와인 90 95 100 블랙 90 95만 있습니다 참고하세요

ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ

마누라 옷인데 되게 싸졌네요
사진이 구리게 나왔는데 실물은 여성복 의류에서 나오는 느낌이고 이쁩니다. 
등산복 느낌 거의 없고 이쁘긴한데..
젊은분들 보다 나이좀 타는게 있으니 참고하세요
30대후반~어머님 나이대 추천드립니다.  지극히 개인적인 의견입니다.

10만원이면 가격 깡패인 느낌이네요 제 마누라는 작년 20정도 주고 샀음.
시그니처 들어간 이름이라 고급스러워서 샀었는데 정가는 많이 안비쌉니다 
두께도 적당하고 필요하신분들은 구매하시면 될거같네요",25397,2,5,2025-10-17 21:19:00,0
114,ppomppu,패션,"역대가 아이더 스테롤 윈드스토퍼 구스다운 137,770원/무료","지난달에 18만원 주고 사서 입지도 않았는데 한달도 안되서 4만원이상 폭락했네요
주식도 아니고ㅠ  많이 저렴한거같아서 와이프 작은 사이즈 사줄까했는데 
 
다른 다운들 많다해서  아이꺼로 물타기 해봅니다.
요새 패딩들 얇아졌는데 이건 도톰하고 깔끔해서 그냥 막입기 괜찮습니다.
기본 푸퍼 스타일이라 그냥 다 무난 무난합니다  
원래 만원더 싼 스테롤 구매하려다  이게 연식이 그나마  24년도 작년꺼라 이걸로 구매했어요
스테롤 자체도 아이더 메인이라 품질도 좋습니다.
더 자세한건 상품설명 참고 하시면 될거같습니다

색상이 저는 살짝 아쉬웠네요...
블랙 좀 피하고 싶었는데 블랙 말곤 저한테 선택지가......
네이비나 차콜같은 칼라도 있었으면 좋았을텐데 생각 하면서 이만~ 
 
댓글 질문 주시면 아는선까지 달아드립니다",58617,16,19,2025-10-18 15:52:00,0
115,ppomppu,패션,"네파 25FW 에센셜 벤치 롱다운자켓 (129,000원/무료)","25년 신제품 롱패딩입니다. 
무릎보다 아래로 내려오는 기장, 우모량 360g (80:20)

디자인도 그렇고, 컬러도 블랙에 밝은 그레이라서 유행안타고 오래입기 좋은 기본템입니다.
제가 학교다니는 자녀나 조카는 없지만, 가성비 좋아서 부담없이 애들한테 사주기도 좋을 것 같아요.

SSG 슈퍼위크 10% 할인쿠폰만 적용하고 12.9만입니다.",11707,0,8,2025-10-18 21:06:00,0
116,ppomppu,패션,"기모 맨투맨 (14,800원/무배)","움직이기 불편할 정도의 두툼 기모 아닙니다
약기모라서 개인적으로 가장 괜찮았네요

만원 중반대 뜨는데 XXL 까지 사이즈 있음에 올려보네요",17276,3,11,2025-10-19 9:49:00,0
117,ppomppu,잡화,"타미힐피거 할렘 코어 레더스니커즈+13,000포인트 (54,378원 /무배)","꾸안꾸룩에 갠츈할듯요.

타미슈즈쿠폰 + 20%쿠폰 + 더블5% + 13,000P
먼저 받으세요.

슈즈41% 기획중이라 매우저렴한편인듯요.
다른옷도 행사중이네요 참고요.",19706,0,12,2025-10-19 11:03:00,0
118,ppomppu,잡화,"아디다스 공식 VL COURT 3.0 IF4466(29,750원/무료)","이전에 제가 매장에서 봤던 거랑 똑같은 상품인데
가격이 되게 싸보여서 올려봅니다 신한카드 300원할인되고 포인트까지 적립있어서 체감가는 더 내려갈거같네요

디자인 맘에 드시는 분은 싸게 살만해보이네요",20217,5,6,2025-10-19 14:50:00,0
119,ppomppu,패션,"까웨 공용덕다운 롱패딩 (57,980원/무)","전투용 롱패딩이 필요했는데 괜찮은 가격 같아서 공유드립니다. 
2022년 재고이고, 몸쪽이 솜털80/깃털20이고 팔은 폴리입니다. 

그램수는 못찾는건지 알 수가 없네요. 
재고이긴 하나 까웨란 브랜드를 계속 롯데지에프알에서 운영하고 있는것 같습니다.

네이버 경유하고 국민카드 할인시 55,090원 입니다.",11667,3,8,2025-10-19 16:13:00,0
120,ppomppu,패션,"[3-LAYER] 테크니컬 윈드브레이커 (20,965원/무배)","블랙 베이지는 품절입니다.
오늘 00시까지 행사입니다. 
매장가서 봤는데 이가격이면 이 퀄리티 괜찮은거 같네요. 방풍 방수 재질이고 사이즈는 한치수 작게 가시면 정핏입니다.
사진 참고해주세요. 팔이 좀 긴거 같긴한데 소매 지퍼 찍찍이 있어서 고정 가능해요",17772,3,11,2025-10-19 19:37:00,0
121,ppomppu,패션,"앤드지 25 SEASON 이모션 슈트 (80,550원/무료)","기본컬러 블랙, 네이비 두가지고
모 70% 혼용이라 가성비 좋네요

15% 쿠폰 적용시 80,550원 나옵니다",14623,3,10,2025-10-19 22:32:00,0
122,ppomppu,패션,"리바이스 남성 514 스트레이트 진 31,590원 (무료배송)","16759""기본 색상의 블루로 가격도 저렴하니 좋네요.
사이즈 29부터 36까지 있네요.""",16759,4,10,2025-10-20 0:15:00,0
123,ppomppu,의류,"지오지아 테이퍼드핏 슬랙스 (17,240원/2장이상무배)","지오지아 신상 슬렉스인데 가격좋네요
사방스판이고 허리 사이드밴딩 처리되어 있어서 편합니다
4가지 색상있고 테이어드 핏이라 무난하네요",20794,2,9,2025-10-20 18:31:00,0
124,ppomppu,의류,"탑텐밸런스 남여 수퍼스트레치 팬츠/바람막이 (12,510원~/3,000원)","가성비로 입기 좋습니다
운동 할때나 일상복으로도 입어도 됩니다
3만원 이상 구매시 무료배송이네요",23808,8,2,2025-10-20 19:06:00,0
125,ppomppu,패션,"지이크 체스터 롱코트 및 기본코트 3종 택1 (103,200원/무료배송)","지이크 체스터 롱코트 103,200원입니다
롯데카드 있으면 98,040원까지 나옵니다

기본 디자인이라 겨울에 입기 괜찮아보이네요
모 77%랑 캐시미어 8% 들어있어서 소재도 가격대비 괜찮은편같아요",3174,0,0,2025-10-20 21:09:00,0
126,ppomppu,뷰티,디오프러스 기초로션 바디워시 수분크림 임박 제품 (3900원~/유배),"모이스처라이딩로션 100ml 3900원
비건 인텐 수딩크림 100g 4900원
부케로즈 바디워시 500g 5900원

임박특가 할인합니다.

유통기한은 26년 후반~27년 초반입니다.
참고하시고 보시면 좋을듯합니다.

만원 이상 구매시 무료배송이네요.",611,0,0,2025-10-20 21:59:00,0
127,ppomppu,의류,"K2 남성 트리퍼 덕 헤비다운 KMW23581 (78,261/무배)","일주일 전에 뽐게에 올라왔던 제품 잘 참았었는데 가격 더 떨어진거 보고 못 참고 질렀습니다

'덕' 다운 80:20 비율 / 650 필피워 / 100호 기준 충전량 250g이라고하니 가격대비 보온성 괜찮을 것으로 기대됩니다
겉감이 타슬란 소재라고 하니 조금 거친?느낌이 들 것 같기는 한데 내구성은 좋을 것 같고 바람도 잘 막아줄 것 같습니다
상세페이지에서 타이트샷 몇개 있는거보니 봉제도 문제는 없을 것 같구요. 
다만 소매부분 벨크로가 너무 손 쪽에 가까운 것 같아서 혹시 장갑이 들러붙지 않을까 걱정되긴 하는데.. 
큰 이슈는 없지 않을까 싶네요

내수압 정보나 이런건 없다 보니 잘 모르겠지만 큰 기대는 안 하려고 하지만 
그래도 생활방수는 된다고 하니...싸리눈은 버텨주겠지..하는 마음입니다
모자도 붙어있고 무엇보다 후드 스트링이 있는게 마음에 드네요

물론 충전재가 '구스'나 겉감이 '고어텍스', '퍼텍스' 등이면 더 좋겠지만.. 그건 또 가격이 많이 차이가 나니
막입을 전투용으로 생각하고 구입합니다

쿠폰 적용하셔야 저 가격나오구요 
베이지는 사이즈 여유 있는데 카키랑 라이트 카키는 사이즈 많이 빠져있는 것 같으니 주의하세요

언제나 그렇듯 정품 인증 판매처입니다(병행 안 사여)",21341,6,9,2025-10-21 10:15:00,0
128,ppomppu,뷰티,"바세린 바디로션 1000ml 2개 (12,320원/무료)","2개 이상 구매시 핸드크림 60ml 2개 증정 입니다
슬슬 건조해져서 미리 대용량으로 쟁이기 좋네요",7108,1,17,2025-10-21 11:01:00,0
129,ppomppu,의류,"블랙야크 여성 벨트 퍼카라 롱다운자켓 (168,080원/무료)","몰X 핫딜 보고 지난주에 와이프 사준옷인데  뽐뿌엔 안올라와있네요. 
올리려고 보니 제가 살때보다 만원 싸졌네요ㅠ
스펙만으로 볼때 가격보고 고민하다가
댓글 대충보고  휩쓸려서 기대 없이 샀는데 올해 몇개 사준거중 가장 이쁘네요. 
1개 빼고 다 반품했었는데 롱패딩은 처음으로 만족
가장 마음에 드는게 재질하고 핏이라네요 이게 실물을 사진이 못담네요

블랙야크 블랙 로고로 들어가있고 그외 로고 없는게 킬포인트
25년 신상이고 충전재는 오리털입니다. 
함량이 많은지 얇고 그러진 않고 한겨울까지 충분히 입을수 있어 보입니다. 
옷 소재는 폴리진이라고 하는데 GPT 물어보니
향균 뭐 그런 작용 하는 소재라네요
목깃에 털부분도 탈부착착 가능합니다.
파카 스타일인데 롱 버전으로 이해하시면 편하실듯
사이즈는 정사이즈로 구매했는데 여유좀 있다네요",11995,1,6,2025-10-21 12:31:00,0
130,ppomppu,잡화,"프로스펙스 러닝화(안정화) 듀플렉스 GF (113,500원/무료)","프로스펙스 신상 안정화입니다.
초보 / 워킹 / 평발 / 과체중 

가성비 좋으나 무거운 무게가 단점이라고 하네요.
리뷰는 유튜브 보고 참고하세용

쿠폰 한일 기간: 10월 26일 까지

쿠폰 할인 : 31,800원
모바일 앱 다운로드(최초) : 3,000포인트
즉시할인포인트 : 3,700포인트
카드할인(신한/국민/현대) : 7,000원

최종가 : 159,000원 -> 113,500원

사은품 : 200명 선착순 토삭스 증정

현명한 소비 되세요.",18015,15,15,2025-10-21 15:46:00,0
131,ppomppu,의류,"리복 다운자켓 블랙/베이지(39,000원/3,000원)","배송비 포함시 42,000원 나오고 웰컴쿠폰이나 이달의 쿠폰 있으시면 좀더 싸게 나오긴 합니다.
솜8 깃2 충전재 입니다. 사이즈 아직 남아있고 가볍게 입기 좋습니다",22012,1,15,2025-10-21 16:27:00,0
132,ppomppu,의류,"지오지아 코듀로이 카라배색 헌팅자켓 (33,660원/ 무배)","카라부분에 코듀로이 배색되어 있습니다
2way 지퍼, 이중 포켓이라 편합니다
데일리로 입기에 괜찮은 가격",23966,1,11,2025-10-21 18:50:00,0
133,ppomppu,의류,K2 헤비구스 시그니처 고스트 윈드스토퍼 다운(284.062/무료),"며칠전에 올라왔던 k2시그니처 고스트가 더 저렴한 가격이라 올려 봅니다 . 
신세계 어플 강남점에서 구매하셔야해요. 
본 가격은 314.062원인데 선착순 비욘드 시그니처 20%쿠폰(최대 5만원) 적용시 264.062원입니다. 

현대카드 8% 청구할인 가격은 242.938원이고, 삼성카드 청구할인 가격은 250.859원입니다. 

20%쿠폰 소진시 12% 백화점 쿠폰 최대 3만원 쿠폰 적용하시면 284.062원입니다. 청구 할인 적용하시면 현대카드 261.338원, 삼성카드 269.859원입니다. 

저번에는 고민하다 참았는데 새벽에 못참고 결국 지름신이..
부디 현명한 소비 하시길 바랍니다. ",25028,0,15,2025-10-22 7:13:00,0
134,ppomppu,의류,"푸마 기모 하프집업 수트 2종 (19,140원/무료배송)","통합회원 첫구매 + 삼성/NH/카카오머니 결제 5% 추가할인
이거까지 다 해당되시면 17,290원까지 떨어지네요.
위아래 합쳐서 이 가격이면 겨울 러닝용으로 괜찮은 듯합니다.
110, 115는 품절입니다ㅜㅜ",12201,4,13,2025-10-22 12:26:00,0
135,ppomppu,잡화,"나이키 팬텀 GX 2 프로 TF (67,400원/무료)","나이키 팬텀 GX 2 프로 TF 할인 많이 하네요
159,000원 -> 67,400 무배까지
TF 축구화 필요하신분 사셔도 될듯합니다.",16262,0,14,2025-10-22 16:25:00,0
136,ppomppu,의류,"엔비에이 덕다운 점퍼 (37,760원/무료)","막입는용으로 괜찮겠네요
덕다운인데 가격 저렴합니다",40295,8,11,2025-10-22 19:08:00,0
137,ppomppu,뷰티,"세타필 로션 473ml*3, 사은품 약간 (28,400원/무료)","지마켓에서 세타필 로션 행사를 하네요. 

세타필 로션 473ml 3개에 사은품으로 로션 118ml 1개, 바디워시 50ml 2개를 준다고 합니다.

18% 세타필 중복할인 쿠폰 받아야 합니다. U클럽쿠폰이라서 일반 사용자는 15% 쿠폰을 받아야 합니다.

가격은 28,400원인데, 결제할인에서 클럽스타데이 5% 결제할인 선택하면 26,980원이 결제 금액입니다.

12월 1일에 적립금 10%를 스마일캐시로 적립해 준다고 합니다.

대용량 로션은 591ml인데, 이것은 살짝 작은 표준 용량 473ml 입니다. ",18035,47,18,2025-10-22 23:02:00,0
138,ppomppu,의류,"폴햄 기모 플리스 스트레이트 팬츠 (12,180원/2장이상무료)","기모있는거고 일자핏이라 깔끔합니다
가성비 좋아요
색상 다양하게 있습니다",17690,0,17,2025-10-22 23:33:00,0
139,ppomppu,잡화,"네파 칸타레 와이드핏 방수 등산화 (75,348/무배) *KB카드 69,321, 현대 71,581","다운을 사니까 신발도 사고 싶은 이상한 의식의 흐름에 몸을 맡겨 찾다가 괜찮아보여서 질렀습니다

25년 신상인데 가격이 굉장히 착하네요

미드컷이라 발목을 어느 정도 잡아주면서도 구동범위가 나올 것 같고
아웃솔은 부틸 70%라 접지력도 괜찮고 너무 뻣뻣?하지 않을 것 같구요
미드솔은 PHYLON MID SOLE인데 쿠셔닝 좋다고 유명한 것 같습니다
인솔은 Breathable인솔이라는데 네파 자체개발 쿠셔닝 인솔인거 같고 이건 안 신어봐서 모르겠네요;
(적당히 편해주기만을 바랄 뿐..)

부틸이 문제?가 마모가 좀 잘된다는건데 창갈이도 가능하다고하니 여차하면 창갈이해서 쓰면 될 것 같습니다
(근데 신발이 싸서..그냥 새걸 사는 것도,,)

워터프루프 방수소재라 쉽게 젖지 않는다는데.. 뭔 소재인지는 안 적혀있네요

한치수 업해서 사라고 나와있는걸 보니 신발이 좀 타이트한거 같습니다(아니면 등산양말 고려한걸지도,,.)

일단 쿠폰 먹이면 75,348까지는 기본적으로 나오는데 KB카드랑 현대카드 추가 청구할인 들어간다고 하고요
KB카드가 제일 혜택 좋은데 전 없어서....아쉽지만 전 현대카드로 했습니다",13570,0,17,2025-10-23 11:30:00,0
140,ppomppu,의류,"K2 남여공용 롱 패딩 벤치다운 (99,490원/무료)","24년 기본 벤치 다운인데 10만원이네요

오리털에 모자 주머니부분은 볼패딩이라고 나와있어요

기본 롱패딩중에선 디자인이나 기본 기능은 10년도 더 나온 제품이라 편하게 전투용으로 입기 딱좋음

구스는 요새 안나오는지 가격 내리고 덕으로만 나오네요

구스는 10만원 중반대  초반대는 종종 나온걸로 알고있습니다.

기장은 이름 그대로 벤치다운이라 롱다운중 가장 길꺼에요

바로 링크 가시면 99,490원 나옵니다.

경유는 찾아봤는데 못찾겠네요 1~2프로 추가 적립되는게 있을거 같기도 한데ㅜ",17235,1,20,2025-10-23 12:33:00,0
141,ppomppu,의류,"블랙야크 약기모 공용맨투맨 L베누스(25,553원/무료)","다양한 활동에입을수있는 약기모스타일의 기본맨투맨이라
지금 딱 입기 좋아요!!
기능과 신축성 까지 좋습니다
브랜드 아닌 맨투맨 사면 쪼그라 들어서 ㅠㅠ
브랜드맨투맨인데 싸면 구입하는편 ㅋㅋ
후기는 네이버 검색하시는게 좋을듯 합니다
약간 크게 나와서 한치수 작게들 산다고 하네요

31,941원 나오는데
20% 이쿠폰 꼭 받으세요!!
그러면 25,000원대 나옵니당!!",13130,1,6,2025-10-23 18:30:00,0
